200 9875
0 2 1
0 3 3
0 4 10
0 8 2
0 9 1
0 10 9
0 11 5
0 13 10
0 14 3
0 17 2
0 20 5
0 23 6
0 24 3
0 26 4
0 27 10
0 28 9
0 35 8
0 42 4
0 43 6
0 44 4
0 45 9
0 46 1
0 47 4
0 48 3
0 50 4
0 51 10
0 52 2
0 53 1
0 57 7
0 59 7
0 60 10
0 67 2
0 68 2
0 69 10
0 70 1
0 71 8
0 74 9
0 76 3
0 78 8
0 79 3
0 80 4
0 82 6
0 85 2
0 86 1
0 89 7
0 90 3
0 91 2
0 94 2
0 95 2
0 96 6
0 101 7
0 105 8
0 107 5
0 108 5
0 109 2
0 112 1
0 114 4
0 117 5
0 120 6
0 125 9
0 126 1
0 127 5
0 131 4
0 132 4
0 135 1
0 136 6
0 137 10
0 140 4
0 141 6
0 143 4
0 145 6
0 146 1
0 149 6
0 150 7
0 153 7
0 155 9
0 156 10
0 157 10
0 159 7
0 160 8
0 161 4
0 163 2
0 166 9
0 167 9
0 169 6
0 170 6
0 173 7
0 176 8
0 177 8
0 178 3
0 179 2
0 180 4
0 184 3
0 185 4
0 186 3
0 188 6
0 189 9
0 190 4
0 191 6
0 192 2
0 193 3
0 195 1
0 198 2
1 6 4
1 7 8
1 8 6
1 9 5
1 10 5
1 11 4
1 13 3
1 15 1
1 16 2
1 21 8
1 22 3
1 27 10
1 31 6
1 33 5
1 34 4
1 37 6
1 38 1
1 40 8
1 43 5
1 47 7
1 49 9
1 50 3
1 52 3
1 53 9
1 55 4
1 56 8
1 59 9
1 60 9
1 61 4
1 65 5
1 66 5
1 72 8
1 74 1
1 77 3
1 78 9
1 79 8
1 81 8
1 84 8
1 86 1
1 87 5
1 90 5
1 91 6
1 92 1
1 93 9
1 96 9
1 99 10
1 100 7
1 101 7
1 107 10
1 108 9
1 109 5
1 114 10
1 115 10
1 116 7
1 119 7
1 121 5
1 127 6
1 129 8
1 134 6
1 136 10
1 139 9
1 141 10
1 142 3
1 144 5
1 145 3
1 146 1
1 147 2
1 150 10
1 152 7
1 156 5
1 158 7
1 160 5
1 161 6
1 162 2
1 164 9
1 167 9
1 169 3
1 171 1
1 177 7
1 178 9
1 180 10
1 181 5
1 184 1
1 185 5
1 186 3
1 187 1
1 188 3
1 189 5
1 190 6
1 195 2
1 197 5
1 198 9
1 199 2
2 5 3
2 6 9
2 7 9
2 8 7
2 11 2
2 12 2
2 15 2
2 19 6
2 20 8
2 21 10
2 22 8
2 23 8
2 25 1
2 26 2
2 28 1
2 30 6
2 31 3
2 33 4
2 36 9
2 37 8
2 38 6
2 41 5
2 42 2
2 44 6
2 58 5
2 59 9
2 60 5
2 65 9
2 66 9
2 67 7
2 68 7
2 69 9
2 71 1
2 72 10
2 75 10
2 76 8
2 78 8
2 79 1
2 80 5
2 86 4
2 87 9
2 88 7
2 92 6
2 96 6
2 97 8
2 98 5
2 99 2
2 100 10
2 102 7
2 103 1
2 104 8
2 105 6
2 107 9
2 108 10
2 110 10
2 112 10
2 113 7
2 114 3
2 115 8
2 116 4
2 117 1
2 119 4
2 122 7
2 123 1
2 124 2
2 127 4
2 133 6
2 134 2
2 135 2
2 136 6
2 139 9
2 142 10
2 145 10
2 148 6
2 149 1
2 150 1
2 153 7
2 155 5
2 158 10
2 162 4
2 165 6
2 166 2
2 167 8
2 169 1
2 172 4
2 177 7
2 180 4
2 183 3
2 184 5
2 186 2
2 189 5
2 191 4
2 192 3
2 194 8
2 195 10
2 197 3
2 198 7
3 4 3
3 7 4
3 8 5
3 10 1
3 12 6
3 16 2
3 18 2
3 19 6
3 21 10
3 23 9
3 25 4
3 27 10
3 29 9
3 30 1
3 31 9
3 32 9
3 33 4
3 36 7
3 37 4
3 38 3
3 42 7
3 43 5
3 44 9
3 45 1
3 46 10
3 47 10
3 49 6
3 53 9
3 55 5
3 58 6
3 59 9
3 60 10
3 61 3
3 63 6
3 65 8
3 66 8
3 68 7
3 69 5
3 71 1
3 73 7
3 77 7
3 79 3
3 80 4
3 83 8
3 88 1
3 89 3
3 91 8
3 92 6
3 93 3
3 94 5
3 95 4
3 97 4
3 98 8
3 101 7
3 108 7
3 113 8
3 114 1
