350 30580
0 2 10
0 3 1
0 4 9
0 8 3
0 9 8
0 10 4
0 11 8
0 13 10
0 14 1
0 17 8
0 20 10
0 23 4
0 24 3
0 26 3
0 27 7
0 28 7
0 35 2
0 42 10
0 43 3
0 44 9
0 45 3
0 46 10
0 47 5
0 48 3
0 50 5
0 51 8
0 52 7
0 53 5
0 57 8
0 59 7
0 60 9
0 67 9
0 68 5
0 69 8
0 70 3
0 71 6
0 74 5
0 76 10
0 78 9
0 79 8
0 80 2
0 82 2
0 85 10
0 86 1
0 89 3
0 90 6
0 91 10
0 94 6
0 95 1
0 96 4
0 101 10
0 105 9
0 107 2
0 108 6
0 109 6
0 112 8
0 114 2
0 117 9
0 120 4
0 125 7
0 126 4
0 127 3
0 131 3
0 132 1
0 135 9
0 136 7
0 137 1
0 140 3
0 141 6
0 143 7
0 145 3
0 146 5
0 149 1
0 150 5
0 153 6
0 155 10
0 156 1
0 157 4
0 159 10
0 160 7
0 161 2
0 163 8
0 166 5
0 167 6
0 169 5
0 170 8
0 173 5
0 176 10
0 177 7
0 178 7
0 179 2
0 180 10
0 184 5
0 185 1
0 186 3
0 188 1
0 189 4
0 190 9
0 191 9
0 192 1
0 193 8
0 195 9
0 198 10
0 204 2
0 205 5
0 206 7
0 207 4
0 208 3
0 209 8
0 211 9
0 213 5
0 214 4
0 219 5
0 220 5
0 225 4
0 229 3
0 231 3
0 232 10
0 235 10
0 236 8
0 238 7
0 241 1
0 245 2
0 247 10
0 248 7
0 250 6
0 251 6
0 253 3
0 254 6
0 257 1
0 258 9
0 259 1
0 263 1
0 264 5
0 270 5
0 272 3
0 275 1
0 276 6
0 277 6
0 279 10
0 282 8
0 284 8
0 285 10
0 288 3
0 289 10
0 290 9
0 291 4
0 294 1
0 297 1
0 298 8
0 299 4
0 305 1
0 306 3
0 307 1
0 312 8
0 313 10
0 314 1
0 317 5
0 319 2
0 325 5
0 327 5
0 332 2
0 334 8
0 337 10
0 339 8
0 340 1
0 342 6
0 343 4
0 344 8
0 345 8
0 348 3
1 2 2
1 6 2
1 8 7
1 10 8
1 11 7
1 12 7
1 14 1
1 17 5
1 19 4
1 21 9
1 27 4
1 28 10
1 30 7
1 31 7
1 34 7
1 35 1
1 36 9
1 37 4
1 38 10
1 39 6
1 40 2
1 45 2
1 47 4
1 48 3
1 49 2
1 52 1
1 53 7
1 54 1
1 55 10
1 58 1
1 59 5
1 62 4
1 66 4
1 67 3
1 68 6
1 69 4
1 70 5
1 72 6
1 73 9
1 75 4
1 77 5
1 78 3
1 80 9
1 83 4
1 84 2
1 85 10
1 88 7
1 89 9
1 91 5
1 105 2
1 106 4
1 107 8
1 112 6
1 113 10
1 114 6
1 115 9
1 116 5
1 118 10
1 119 8
1 122 6
1 123 7
1 125 7
1 126 3
1 127 6
1 133 2
1 134 6
1 135 6
1 139 6
1 143 2
1 144 9
1 145 6
1 146 3
1 147 4
1 149 1
1 150 3
1 151 8
1 152 6
1 154 10
1 155 9
1 157 9
