250 15577
0 2 6
0 3 3
0 4 8
0 8 2
0 9 2
0 10 1
0 11 4
0 13 1
0 14 9
0 17 6
0 20 6
0 23 1
0 24 7
0 26 9
0 27 3
0 28 10
0 35 8
0 42 9
0 43 8
0 44 7
0 45 3
0 46 5
0 47 3
0 48 5
0 50 10
0 51 5
0 52 2
0 53 9
0 57 8
0 59 6
0 60 6
0 67 2
0 68 9
0 69 9
0 70 5
0 71 4
0 74 1
0 76 6
0 78 5
0 79 5
0 80 7
0 82 10
0 85 2
0 86 2
0 89 7
0 90 1
0 91 3
0 94 2
0 95 4
0 96 10
0 101 5
0 105 10
0 107 10
0 108 7
0 109 10
0 112 9
0 114 10
0 117 8
0 120 4
0 125 6
0 126 7
0 127 10
0 131 5
0 132 4
0 135 7
0 136 4
0 137 9
0 140 4
0 141 7
0 143 6
0 145 6
0 146 1
0 149 5
0 150 3
0 153 6
0 155 8
0 156 2
0 157 1
0 159 5
0 160 2
0 161 9
0 163 1
0 166 9
0 167 2
0 169 5
0 170 5
0 173 3
0 176 8
0 177 6
0 178 10
0 179 7
0 180 2
0 184 3
0 185 1
0 186 3
0 188 8
0 189 5
0 190 6
0 191 2
0 192 2
0 193 6
0 195 5
0 198 3
0 204 4
0 205 7
0 206 1
0 207 1
0 208 8
0 209 2
0 211 1
0 213 3
0 214 9
0 219 10
0 220 4
0 225 10
0 229 8
0 231 1
0 232 10
0 235 8
0 236 5
0 238 7
0 241 3
0 245 2
0 247 5
0 248 6
1 2 7
1 3 8
1 5 8
1 6 10
1 9 5
1 10 9
1 11 1
1 15 7
1 16 3
1 22 9
1 24 5
1 27 3
1 28 9
1 29 8
1 31 10
1 34 1
1 36 4
1 37 8
1 40 1
1 41 7
1 42 4
1 43 2
1 46 3
1 49 4
1 50 10
1 51 9
1 57 7
1 58 6
1 59 5
1 64 10
1 65 6
1 66 3
1 69 3
1 71 6
1 77 9
1 79 2
1 84 8
1 86 8
1 89 6
1 91 1
1 92 1
1 94 9
1 95 1
1 96 10
1 97 8
1 100 3
1 102 9
1 106 6
1 108 4
1 110 6
1 111 9
1 112 1
1 114 1
1 117 3
1 119 10
1 121 4
1 127 3
1 128 8
1 130 10
1 131 9
1 134 10
1 135 10
1 136 1
1 137 8
1 138 1
1 139 1
1 140 9
1 145 7
1 147 5
1 148 10
1 149 7
1 152 8
1 153 6
1 154 9
1 155 10
1 158 5
1 159 6
1 162 8
1 166 9
1 167 7
1 168 1
1 169 6
1 170 1
1 172 3
1 173 7
1 175 6
1 177 7
1 178 7
1 180 6
1 183 3
1 184 9
1 185 4
1 188 3
1 189 10
1 191 7
1 205 4
1 206 10
1 207 10
1 212 3
1 213 6
1 214 7
1 215 10
1 216 7
1 218 1
1 219 9
1 222 5
1 223 4
1 225 7
1 226 7
1 227 8
1 233 8
1 234 8
1 235 8
1 239 7
1 243 5
1 244 2
1 245 6
1 246 6
1 247 7
1 249 7
2 3 7
2 4 3
2 5 3
2 7 1
2 8 1
2 10 2
2 12 9
2 13 5
2 14 1
2 15 1
2 16 2
2 17 1
2 19 3
2 22 3
2 23 4
2 24 4
2 27 6
2 33 5
2 34 9
2 35 9
2 36 7
2 39 7
2 42 1
2 45 7
2 48 2
2 49 5
2 50 2
2 53 7
2 55 9
2 58 3
2 62 4
2 65 8
2 66 8
2 67 3
2 69 1
2 72 7
2 77 8
2 80 3
2 83 1
2 84 9
2 86 3
2 89 9
2 91 6
2 92 4
2 94 5
2 95 3
2 97 6
2 98 7
2 100 9
2 103 1
2 104 1
2 106 9
2 108 7
2 112 1
2 114 8
2 115 1
2 117 6
2 119 4
2 121 6
2 123 3
2 125 6
2 126 7
2 127 9
2 128 9
2 129 6
2 132 9
2 133 7
2 134 6
2 138 9
2 139 8
2 140 5
2 141 6
2 142 5
2 143 2
2 145 9
2 149 4
2 151 6
2 154 9
2 155 6
2 156 2
2 157 10
2 159 9
2 161 10
2 162 5
2 164 1
2 165 2
2 167 2
2 169 4
2 173 6
2 175 1
2 176 1
2 179 8
2 184 7
2 185 4
2 187 5
2 188 5
2 189 1
2 190 3
2 191 8
2 193 10
2 194 2
2 197 7
2 204 9
2 209 4
2 210 9
2 211 1
2 214 1
2 215 7
2 220 9
2 221 5
2 222 10
2 223 9
2 224 1
2 225 7
2 226 4
2 233 8
2 234 6
2 236 5
2 239 4
2 242 9
2 243 5
2 244 6
2 245 10
2 248 6
3 4 8
3 8 3
3 9 5
3 10 7
3 12 8
3 17 5
3 18 1
3 19 5
3 23 4
3 26 1
3 28 5
3 31 5
3 32 5
3 35 7
3 38 3
3 39 4
3 41 4
3 44 2
3 47 2
3 49 7
3 54 10
3 56 10
3 60 1
3 61 8
3 64 3
3 65 1
3 67 3
3 70 1
3 71 6
3 72 9
3 75 4
3 77 10
3 81 5
3 85 8
3 86 10
3 91 5
3 93 5
3 95 5
3 97 2
3 98 6
3 100 10
3 106 10
3 107 2
3 111 9
3 112 1
3 117 7
3 118 4
3 121 8
3 124 9
