200 396
0 1 9
0 2 6
0 3 8
0 5 10
0 7 7
0 9 8
0 10 5
0 11 10
0 13 1
0 14 10
0 17 10
0 18 1
0 19 5
0 20 1
0 22 9
0 23 7
0 25 4
0 28 2
0 32 1
0 36 1
0 38 7
0 44 6
0 45 1
0 47 1
0 50 5
0 57 5
0 60 4
0 61 9
0 68 2
0 71 8
0 77 5
0 78 9
0 86 1
0 88 3
0 91 4
0 98 5
0 103 7
0 107 3
0 110 5
0 116 10
0 118 4
0 122 2
0 130 1
0 139 3
0 140 10
1 3 4
1 4 4
1 6 2
1 7 8
1 8 8
1 15 1
1 17 8
1 21 8
1 27 5
1 28 6
1 43 5
1 45 10
1 49 8
1 65 4
1 67 2
1 75 6
1 78 7
1 97 1
1 99 10
1 106 1
1 112 9
1 125 5
1 133 5
1 137 7
1 140 10
1 141 5
1 143 8
1 156 2
1 175 7
1 177 3
1 189 5
1 195 3
1 196 10
1 199 4
2 4 8
2 16 2
2 41 4
2 57 3
2 79 4
2 102 6
2 166 7
2 175 9
2 192 7
2 198 5
3 8 10
4 5 2
4 6 9
4 12 1
4 13 3
4 15 1
4 16 4
4 18 8
4 19 9
4 23 3
4 30 8
4 36 4
4 40 3
4 53 4
4 62 9
4 64 10
4 69 4
4 74 4
4 80 10
4 83 4
4 86 8
4 87 5
4 93 1
4 99 10
4 102 9
4 114 6
4 117 10
4 154 6
4 157 3
4 174 5
4 180 4
4 192 8
4 194 4
5 11 2
5 12 9
5 22 3
5 24 1
5 30 5
5 33 1
5 34 7
5 39 7
5 42 6
5 62 4
5 67 6
5 135 5
6 9 1
6 29 5
6 31 1
6 37 3
6 50 2
6 55 3
6 60 8
6 82 3
6 101 9
6 105 4
6 110 7
6 115 1
6 133 3
6 143 2
6 148 4
6 154 2
6 161 3
6 182 3
6 191 2
7 59 4
7 129 6
8 10 10
8 14 8
8 20 9
8 26 7
8 117 1
8 121 5
9 104 3
9 124 6
9 149 10
10 32 10
10 51 1
10 58 1
10 85 6
10 95 4
10 105 8
10 108 10
10 121 2
11 61 6
12 37 6
12 84 5
13 26 1
13 40 2
13 116 1
13 128 1
14 123 1
14 134 10
14 149 1
15 46 8
15 47 10
15 73 6
15 118 7
15 127 9
15 131 2
15 142 3
15 188 1
16 21 9
16 33 4
16 43 5
16 49 8
16 68 4
16 96 6
16 113 4
16 146 3
16 148 6
16 151 6
16 167 2
17 38 1
17 46 7
17 52 5
17 147 8
18 51 9
18 54 10
18 111 4
18 161 4
18 167 7
19 24 10
19 153 6
19 172 5
20 165 6
20 168 8
21 25 1
21 34 3
21 75 2
22 42 4
22 76 3
22 151 7
22 152 3
22 157 7
22 158 3
22 174 7
24 27 4
24 35 1
24 72 4
24 134 6
25 35 6
25 135 7
25 190 3
25 193 10
26 29 4
26 64 2
26 65 1
26 84 10
26 91 6
26 109 9
26 128 9
26 171 2
27 44 9
27 56 9
27 90 5
27 92 7
27 106 6
27 119 3
27 164 7
27 168 4
28 180 5
29 31 1
30 98 6
30 199 9
31 39 10
31 55 9
31 56 9
31 181 6
32 81 5
32 82 2
32 155 6
33 48 5
33 59 8
33 97 6
33 127 8
33 188 7
34 58 5
35 71 6
35 89 10
35 163 8
35 171 9
37 41 2
37 53 8
37 81 5
37 108 2
37 130 3
39 70 10
41 93 1
41 144 5
41 183 5
43 48 8
43 80 7
44 136 3
45 63 1
45 69 5
48 131 9
49 52 9
49 54 4
49 76 6
49 95 6
49 115 3
49 125 4
49 138 7
49 153 4
49 186 9
49 196 10
50 66 4
50 72 5
50 88 3
50 145 2
52 63 2
52 162 5
53 124 2
54 119 7
54 166 1
55 185 4
56 138 6
56 169 6
57 70 9
57 85 7
57 94 7
57 146 7
59 96 5
61 66 8
61 120 6
61 132 5
61 189 8
62 87 4
62 113 1
62 114 2
62 136 4
62 193 6
64 79 5
64 172 3
65 132 10
65 152 8
66 73 10
66 74 6
66 184 6
67 107 6
68 160 8
69 77 8
69 89 6
69 100 4
69 101 10
69 142 4
69 162 5
69 170 1
69 181 8
69 187 9
70 129 7
71 183 8
72 100 7
72 191 10
74 83 6
74 173 8
75 112 4
75 126 7
75 137 2
75 177 9
77 145 9
78 164 8
78 179 6
78 187 3
78 190 2
79 90 4
79 92 9
82 104 4
82 126 6
82 160 6
82 165 3
82 194 4
84 123 1
85 122 2
87 94 10
87 109 8
87 158 7
89 185 5
92 103 3
92 163 4
94 111 8
94 197 7
96 173 2
101 141 4
104 139 3
112 120 8
126 144 2
130 150 5
131 170 10
135 159 2
137 150 10
137 156 6
139 169 3
139 176 4
140 147 9
143 178 5
143 182 8
145 198 2
146 159 5
147 155 1
156 184 9
158 176 5
171 179 10
172 178 3
177 186 1
182 197 7
191 195 10
