500 996
0 1 9
0 2 4
0 3 9
0 5 9
0 7 2
0 9 8
0 10 9
0 11 2
0 13 6
0 14 10
0 17 2
0 18 9
0 19 7
0 20 3
0 22 6
0 23 5
0 25 7
0 28 8
0 32 9
0 36 4
0 38 2
0 44 3
0 45 2
0 47 6
0 50 1
0 57 2
0 60 8
0 61 2
0 68 6
0 71 3
0 77 7
0 78 2
0 86 4
0 88 8
0 91 2
0 98 1
0 103 2
0 107 7
0 110 7
0 116 2
0 118 2
0 122 2
0 130 9
0 139 8
0 140 9
0 201 5
0 234 3
0 240 2
0 241 10
0 255 6
0 267 3
0 268 6
0 271 1
0 284 3
0 289 6
0 304 9
0 318 6
0 325 8
0 352 4
0 367 3
0 382 1
0 384 2
0 391 7
0 398 5
0 434 1
0 470 8
1 3 4
1 4 6
1 6 3
1 7 8
1 8 3
1 15 3
1 17 6
1 21 2
1 27 1
1 28 8
1 43 5
1 45 3
1 49 7
1 65 9
1 67 2
1 75 8
1 78 6
1 97 10
1 99 7
1 106 5
1 112 10
1 125 9
1 133 6
1 137 2
1 140 2
1 141 4
1 143 10
1 156 5
1 175 4
1 177 7
1 189 1
1 195 7
1 196 6
1 199 7
1 204 8
1 210 2
1 212 5
1 232 3
1 251 5
1 253 8
1 265 6
1 267 10
1 275 1
1 298 8
1 304 5
1 306 4
1 353 5
1 358 5
1 380 4
1 401 8
1 425 8
1 445 4
1 453 4
1 475 1
1 477 2
1 484 7
1 491 8
2 4 5
2 16 7
2 41 5
2 57 7
2 79 6
2 102 8
2 166 4
2 175 4
2 192 10
2 198 5
2 238 9
2 357 9
3 8 6
3 217 10
3 314 1
3 372 5
3 373 7
3 441 5
3 467 9
3 492 3
4 5 9
4 6 8
4 12 10
4 13 8
4 15 1
4 16 5
4 18 10
4 19 9
4 23 2
4 30 3
4 36 10
4 40 6
4 53 2
4 62 10
4 64 10
4 69 8
4 74 5
4 80 9
4 83 7
4 86 2
4 87 3
4 93 2
4 99 10
4 102 7
4 114 2
4 117 7
4 154 1
4 157 7
4 174 2
4 180 9
4 192 9
4 194 9
4 200 4
4 207 7
4 218 8
4 227 8
4 249 7
4 253 9
4 286 10
4 288 4
4 297 6
4 316 5
4 326 3
4 377 9
4 390 3
4 405 4
4 440 7
4 449 9
4 463 9
5 11 5
5 12 8
5 22 4
5 24 1
5 30 2
5 33 4
5 34 9
5 39 8
5 42 7
5 62 7
5 67 8
5 135 7
5 327 1
5 347 7
6 9 6
6 29 7
6 31 3
6 37 1
6 50 7
6 55 2
6 60 6
6 82 10
6 101 8
6 105 9
6 110 5
6 115 8
6 133 9
6 143 2
6 148 10
6 154 4
6 161 1
6 182 6
6 191 4
6 203 9
6 231 9
6 248 7
6 303 6
6 318 4
6 336 5
6 356 4
6 370 3
6 397 7
6 406 4
6 408 9
6 416 6
6 431 5
6 447 3
6 452 3
6 464 5
6 472 3
7 59 2
7 129 7
8 10 5
8 14 4
8 20 9
8 26 7
8 117 3
8 121 3
8 278 3
8 490 5
9 104 5
9 124 9
9 149 9
9 234 9
9 347 3
9 349 10
9 417 6
9 482 3
10 32 6
10 51 3
10 58 4
10 85 9
10 95 9
10 105 3
10 108 4
10 121 2
10 206 1
10 233 1
10 406 9
11 61 6
11 225 5
11 231 5
11 245 5
11 298 4
11 324 5
11 341 3
11 357 6
11 382 2
11 422 9
11 451 1
12 37 9
12 84 9
12 205 6
12 344 1
12 389 2
13 26 8
13 40 8
13 116 5
13 128 3
13 474 8
14 123 4
14 134 8
14 149 9
14 280 5
14 394 7
15 46 8
15 47 7
15 73 2
15 118 4
15 127 5
15 131 8
15 142 2
15 188 6
15 216 7
15 235 8
15 237 1
15 258 5
15 281 1
15 329 10
15 331 3
15 376 5
15 383 2
15 385 1
15 432 7
15 436 2
15 446 3
16 21 10
16 33 3
16 43 4
16 49 8
16 68 8
16 96 8
16 113 5
16 146 9
16 148 1
16 151 5
16 167 8
16 202 1
16 219 10
16 246 2
16 317 10
16 325 10
16 384 6
16 391 7
16 428 4
16 478 1
17 38 3
17 46 4
17 52 7
17 147 1
17 346 7
17 482 7
18 51 10
18 54 10
18 111 1
18 161 6
18 167 10
18 478 10
19 24 10
19 153 3
19 172 4
19 236 9
19 264 2
20 165 4
20 168 2
20 392 7
21 25 6
21 34 8
21 75 8
21 436 8
22 42 1
22 76 7
22 151 8
22 152 3
22 157 2
22 158 6
22 174 10
22 345 3
24 27 6
24 35 3
24 72 1
24 134 2
25 35 9
25 135 7
25 190 6
25 193 7
25 221 2
25 255 10
25 280 5
25 335 5
25 379 7
25 448 3
26 29 1
26 64 4
26 65 6
26 84 3
26 91 6
26 109 1
26 128 3
26 171 9
26 260 5
26 291 9
26 295 8
27 44 6
27 56 2
27 90 5
27 92 7
27 106 9
27 119 7
27 164 8
27 168 5
27 288 1
27 290 2
27 294 5
27 334 6
27 374 7
27 378 5
27 454 6
28 180 3
28 342 1
29 31 3
29 224 9
29 245 2
29 281 8
29 437 2
30 98 8
30 199 7
31 39 8
31 55 6
31 56 6
31 181 2
31 242 2
31 250 5
31 282 4
31 443 2
32 81 9
32 82 1
32 155 9
32 466 7
32 474 8
32 494 7
33 48 2
33 59 1
33 97 8
33 127 10
33 188 4
33 232 2
33 313 2
34 58 8
34 204 6
34 310 5
35 71 7
35 89 1
35 163 4
35 171 7
35 311 3
35 333 1
35 415 3
37 41 10
37 53 9
37 81 6
37 108 5
37 130 2
37 259 10
37 430 10
37 469 10
38 494 4
39 70 1
39 203 4
39 222 5
39 248 6
39 292 6
39 450 10
40 361 6
40 396 8
41 93 10
41 144 4
41 183 10
41 213 9
41 303 2
42 223 3
43 48 1
43 80 10
43 214 2
43 229 4
43 283 1
43 309 8
43 340 3
43 348 3
43 471 3
44 136 5
44 331 4
44 332 10
45 63 9
45 69 6
45 399 10
45 455 3
47 217 2
47 243 5
47 266 9
48 131 6
48 340 9
48 471 5
49 52 6
49 54 4
49 76 1
49 95 5
49 115 2
49 125 3
49 138 9
49 153 9
49 186 10
49 196 9
49 266 3
49 277 4
49 334 5
49 335 2
49 338 8
49 364 4
49 376 8
49 390 5
49 392 1
49 402 9
49 403 4
49 407 5
49 423 10
50 66 9
50 72 7
50 88 2
50 145 2
50 252 5
50 395 8
50 401 8
52 63 10
52 162 9
52 421 3
52 468 1
53 124 6
53 301 7
54 119 6
54 166 2
54 441 10
55 185 6
55 208 1
55 256 2
56 138 2
56 169 9
56 263 5
56 287 3
56 492 7
57 70 2
57 85 9
57 94 10
57 146 9
58 227 10
58 302 2
59 96 7
59 445 6
60 351 7
60 355 2
60 423 1
60 489 1
61 66 2
61 120 9
61 132 1
61 189 1
61 238 6
61 308 4
61 333 3
62 87 8
62 113 8
62 114 5
62 136 4
62 193 8
62 214 7
62 310 2
62 323 7
62 456 9
63 366 6
63 419 8
64 79 9
64 172 8
64 307 10
65 132 4
65 152 8
65 209 6
65 222 1
65 261 8
65 270 1
65 326 9
65 371 2
65 408 2
66 73 8
66 74 3
66 184 5
66 349 7
66 435 2
66 439 6
67 107 5
67 219 8
68 160 1
68 243 5
68 262 1
69 77 2
69 89 8
69 100 6
69 101 9
69 142 6
69 162 10
69 170 5
69 181 2
69 187 7
69 244 8
69 279 7
69 343 3
70 129 6
70 455 4
71 183 6
71 254 3
72 100 4
