150 296
0 1 3
0 2 6
0 3 8
0 5 10
0 7 4
0 9 8
0 10 8
0 11 7
0 13 7
0 14 2
0 17 5
0 18 4
0 19 10
0 20 6
0 22 7
0 23 1
0 25 3
0 28 4
0 32 3
0 36 1
0 38 1
0 44 4
0 45 9
0 47 10
0 50 4
0 57 9
0 60 8
0 61 2
0 68 1
0 71 2
0 77 4
0 78 3
0 86 9
0 88 3
0 91 9
0 98 1
0 103 8
0 107 7
0 110 7
0 116 6
0 118 8
0 122 9
0 130 6
0 139 1
0 140 6
1 3 5
1 4 7
1 6 2
1 7 7
1 8 3
1 15 4
1 17 6
1 21 1
1 27 6
1 28 3
1 43 8
1 45 3
1 49 9
1 65 1
1 67 8
1 75 6
1 78 8
1 97 4
1 99 4
1 106 1
1 112 3
1 125 2
1 133 3
1 137 7
1 140 6
1 141 4
1 143 6
2 4 1
2 16 4
2 41 3
2 57 8
2 79 3
2 102 7
3 8 7
4 5 4
4 6 3
4 12 5
4 13 6
4 15 5
4 16 1
4 18 4
4 19 1
4 23 1
4 30 3
4 36 6
4 40 2
4 53 6
4 62 8
4 64 4
4 69 5
4 74 6
4 80 2
4 83 3
4 86 5
4 87 3
4 93 5
4 99 3
4 102 1
4 114 3
4 117 4
5 11 1
5 12 3
5 22 3
5 24 5
5 30 7
5 33 10
5 34 1
5 39 9
5 42 5
5 62 8
5 67 10
5 135 10
6 9 6
6 29 6
6 31 1
6 37 1
6 50 2
6 55 9
6 60 4
6 82 3
6 101 8
6 105 9
6 110 6
6 115 3
6 133 8
6 143 8
6 148 7
7 59 8
7 129 10
8 10 9
8 14 4
8 20 1
8 26 9
8 117 10
8 121 2
9 104 4
9 124 4
9 149 9
10 32 7
10 51 1
10 58 8
10 85 10
10 95 5
10 105 10
10 108 6
10 121 8
11 61 7
12 37 6
12 84 5
13 26 2
13 40 3
13 116 2
13 128 1
14 123 8
14 134 5
14 149 4
15 46 2
15 47 6
15 73 2
15 118 8
15 127 9
15 131 10
15 142 5
16 21 7
16 33 4
16 43 5
16 49 4
16 68 3
16 96 1
16 113 3
16 146 5
16 148 4
17 38 3
17 46 1
17 52 10
17 147 5
18 51 4
18 54 5
18 111 8
19 24 1
21 25 3
21 34 10
21 75 1
22 42 3
22 76 2
24 27 3
24 35 7
24 72 1
24 134 6
25 35 4
25 135 4
26 29 4
26 64 8
26 65 3
26 84 5
26 91 7
26 109 10
26 128 6
27 44 10
27 56 5
27 90 2
27 92 1
27 106 1
27 119 5
29 31 2
30 98 6
31 39 3
31 55 6
31 56 5
32 81 4
32 82 2
33 48 9
33 59 7
33 97 4
33 127 2
34 58 5
35 71 1
35 89 7
37 41 10
37 53 3
37 81 5
37 108 10
37 130 4
39 70 5
41 93 9
41 144 10
43 48 7
43 80 1
44 136 9
45 63 6
45 69 4
48 131 1
49 52 10
49 54 7
49 76 3
49 95 10
49 115 9
49 125 2
49 138 1
50 66 10
50 72 8
50 88 1
50 145 5
52 63 3
53 124 1
54 119 8
56 138 9
57 70 5
57 85 2
57 94 4
57 146 1
59 96 10
61 66 8
61 120 8
61 132 3
62 87 10
62 113 8
62 114 6
62 136 2
64 79 2
65 132 9
66 73 4
66 74 8
67 107 6
69 77 10
69 89 4
69 100 7
69 101 5
69 142 7
70 129 4
72 100 10
74 83 5
75 112 10
75 126 1
75 137 8
77 145 7
79 90 3
79 92 4
82 104 10
82 126 7
84 123 10
85 122 2
87 94 3
87 109 6
92 103 8
94 111 1
101 141 2
104 139 4
112 120 9
126 144 5
140 147 7
