450 896
0 1 6
0 2 3
0 3 4
0 5 9
0 7 8
0 9 9
0 10 10
0 11 5
0 13 1
0 14 2
0 17 7
0 18 6
0 19 9
0 20 9
0 22 8
0 23 4
0 25 1
0 28 1
0 32 2
0 36 5
0 38 8
0 44 5
0 45 10
0 47 10
0 50 3
0 57 4
0 60 9
0 61 7
0 68 7
0 71 4
0 77 4
0 78 7
0 86 7
0 88 6
0 91 10
0 98 5
0 103 3
0 107 6
0 110 1
0 116 8
0 118 5
0 122 2
0 130 10
0 139 9
0 140 10
0 201 1
0 234 10
0 240 7
0 241 8
0 255 9
0 267 3
0 268 10
0 271 1
0 284 6
0 289 9
0 304 3
0 318 8
0 325 9
0 352 7
0 367 7
0 382 3
0 384 9
0 391 10
0 398 10
0 434 2
1 3 6
1 4 2
1 6 10
1 7 1
1 8 5
1 15 1
1 17 7
1 21 3
1 27 4
1 28 2
1 43 5
1 45 10
1 49 3
1 65 10
1 67 9
1 75 3
1 78 1
1 97 4
1 99 1
1 106 6
1 112 7
1 125 9
1 133 9
1 137 7
1 140 1
1 141 8
1 143 8
1 156 8
1 175 2
1 177 1
1 189 9
1 195 7
1 196 1
1 199 5
1 204 10
1 210 4
1 212 6
1 232 6
1 251 2
1 253 5
1 265 9
1 267 7
1 275 7
1 298 2
1 304 10
1 306 7
1 353 5
1 358 7
1 380 3
1 401 6
1 425 3
1 445 2
2 4 5
2 16 3
2 41 7
2 57 9
2 79 3
2 102 2
2 166 6
2 175 10
2 192 5
2 198 9
2 238 5
2 357 5
3 8 4
3 217 7
3 314 10
3 372 4
3 373 10
3 441 2
4 5 5
4 6 1
4 12 9
4 13 2
4 15 9
4 16 4
4 18 10
4 19 5
4 23 8
4 30 5
4 36 5
4 40 1
4 53 3
4 62 3
4 64 5
4 69 10
4 74 9
4 80 2
4 83 2
4 86 9
4 87 1
4 93 6
4 99 8
4 102 2
4 114 4
4 117 7
4 154 3
4 157 1
4 174 6
4 180 2
4 192 6
4 194 4
4 200 6
4 207 8
4 218 10
4 227 10
4 249 2
4 253 9
4 286 10
4 288 6
4 297 9
4 316 9
4 326 4
4 377 8
4 390 10
4 405 6
4 440 3
4 449 3
5 11 5
5 12 1
5 22 7
5 24 7
5 30 7
5 33 3
5 34 2
5 39 9
5 42 1
5 62 10
5 67 6
5 135 5
5 327 3
5 347 5
6 9 6
6 29 8
6 31 10
6 37 5
6 50 2
6 55 6
6 60 9
6 82 5
6 101 6
6 105 8
6 110 2
6 115 7
6 133 2
6 143 8
6 148 1
6 154 10
6 161 9
6 182 4
6 191 2
6 203 6
6 231 6
6 248 4
6 303 4
6 318 8
6 336 7
6 356 9
6 370 3
6 397 6
6 406 10
6 408 3
6 416 9
6 431 3
6 447 9
7 59 8
7 129 5
8 10 1
8 14 8
8 20 2
8 26 8
8 117 4
8 121 9
8 278 9
9 104 9
9 124 5
9 149 5
9 234 6
9 347 6
9 349 10
9 417 1
10 32 4
10 51 9
10 58 2
10 85 9
10 95 1
10 105 8
10 108 5
10 121 8
10 206 8
10 233 10
10 406 9
11 61 6
11 225 8
11 231 4
11 245 10
11 298 9
11 324 1
11 341 3
11 357 3
11 382 6
11 422 1
12 37 8
12 84 1
12 205 8
12 344 9
12 389 2
