350 696
0 1 1
0 2 9
0 3 5
0 5 10
0 7 3
0 9 6
0 10 1
0 11 6
0 13 9
0 14 3
0 17 5
0 18 3
0 19 6
0 20 4
0 22 3
0 23 8
0 25 6
0 28 5
0 32 3
0 36 8
0 38 10
0 44 6
0 45 2
0 47 10
0 50 1
0 57 5
0 60 7
0 61 6
0 68 2
0 71 8
0 77 9
0 78 10
0 86 4
0 88 4
0 91 6
0 98 4
0 103 9
0 107 5
0 110 4
0 116 7
0 118 5
0 122 5
0 130 10
0 139 2
0 140 7
0 201 4
0 234 1
0 240 2
0 241 9
0 255 2
0 267 7
0 268 7
0 271 8
0 284 9
0 289 8
0 304 1
0 318 7
0 325 8
1 3 2
1 4 5
1 6 6
1 7 8
1 8 8
1 15 3
1 17 10
1 21 4
1 27 5
1 28 6
1 43 1
1 45 10
1 49 6
1 65 7
1 67 6
1 75 3
1 78 1
1 97 8
1 99 7
1 106 1
1 112 9
1 125 7
1 133 6
1 137 2
1 140 4
1 141 8
1 143 6
1 156 10
1 175 9
1 177 6
1 189 5
1 195 10
1 196 9
1 199 8
1 204 9
1 210 3
1 212 4
1 232 7
1 251 9
1 253 8
1 265 10
1 267 4
1 275 8
1 298 7
1 304 1
1 306 4
2 4 1
2 16 8
2 41 7
2 57 2
2 79 4
2 102 6
2 166 4
2 175 2
2 192 3
2 198 3
2 238 4
3 8 1
3 217 4
3 314 9
4 5 5
4 6 4
4 12 4
4 13 6
4 15 4
4 16 2
4 18 2
4 19 2
4 23 4
4 30 10
4 36 1
4 40 1
4 53 4
4 62 1
4 64 8
4 69 2
4 74 2
4 80 10
4 83 7
4 86 4
4 87 5
4 93 7
4 99 1
4 102 2
4 114 8
4 117 4
4 154 9
4 157 7
4 174 9
4 180 2
4 192 4
4 194 7
4 200 7
4 207 1
4 218 9
4 227 8
4 249 8
4 253 3
4 286 5
4 288 6
4 297 5
4 316 5
4 326 5
5 11 8
5 12 9
5 22 6
5 24 7
5 30 1
5 33 8
5 34 6
5 39 5
5 42 7
5 62 8
5 67 10
5 135 5
5 327 10
5 347 6
6 9 4
6 29 7
6 31 4
6 37 6
6 50 7
6 55 2
6 60 2
6 82 10
6 101 9
6 105 9
6 110 6
6 115 7
6 133 1
6 143 4
6 148 5
6 154 1
6 161 5
6 182 6
6 191 4
6 203 1
6 231 4
6 248 4
6 303 1
6 318 2
6 336 2
7 59 5
7 129 8
8 10 10
8 14 4
8 20 4
8 26 3
8 117 5
8 121 4
8 278 9
9 104 5
9 124 3
9 149 2
9 234 1
9 347 9
9 349 3
10 32 7
10 51 8
10 58 3
10 85 10
10 95 6
10 105 8
10 108 2
10 121 3
10 206 3
10 233 2
11 61 9
11 225 10
11 231 1
11 245 3
11 298 7
11 324 9
11 341 6
12 37 5
12 84 1
12 205 9
12 344 6
13 26 9
13 40 2
13 116 9
13 128 7
14 123 2
14 134 1
14 149 1
14 280 10
15 46 8
15 47 4
15 73 3
15 118 1
15 127 8
15 131 5
15 142 2
15 188 6
15 216 9
15 235 4
15 237 5
15 258 8
15 281 4
15 329 3
15 331 2
16 21 3
16 33 3
16 43 10
16 49 9
16 68 4
16 96 7
16 113 8
16 146 6
16 148 10
16 151 2
16 167 8
16 202 9
16 219 2
16 246 7
16 317 4
16 325 2
17 38 3
17 46 5
17 52 8
17 147 5
17 346 4
18 51 8
18 54 4
18 111 10
18 161 8
18 167 3
19 24 1
19 153 4
19 172 2
19 236 3
19 264 10
20 165 8
20 168 8
21 25 5
21 34 6
21 75 10
22 42 2
22 76 3
22 151 6
22 152 9
22 157 4
22 158 3
22 174 9
22 345 3
24 27 6
24 35 3
24 72 4
24 134 8
25 35 3
25 135 6
25 190 10
25 193 10
25 221 4
25 255 6
25 280 8
25 335 1
26 29 3
26 64 10
26 65 6
26 84 9
26 91 6
26 109 7
26 128 5
26 171 3
26 260 9
26 291 8
26 295 8
27 44 4
27 56 1
27 90 10
27 92 6
27 106 6
27 119 6
27 164 1
27 168 4
27 288 9
27 290 2
27 294 8
27 334 6
28 180 4
28 342 6
29 31 10
29 224 4
29 245 8
29 281 8
30 98 8
30 199 9
31 39 4
31 55 9
31 56 3
31 181 7
31 242 6
31 250 6
31 282 6
32 81 10
32 82 10
32 155 3
33 48 1
33 59 10
33 97 8
33 127 2
33 188 2
33 232 4
33 313 5
34 58 6
34 204 3
34 310 9
35 71 9
35 89 7
35 163 1
35 171 3
35 311 10
35 333 9
37 41 4
37 53 8
37 81 1
37 108 3
37 130 10
37 259 6
39 70 7
39 203 1
39 222 9
39 248 1
39 292 7
41 93 10
41 144 2
41 183 8
41 213 1
41 303 3
42 223 8
43 48 8
43 80 10
43 214 1
43 229 1
43 283 9
43 309 3
43 340 9
43 348 5
44 136 10
44 331 8
44 332 7
45 63 7
45 69 10
47 217 5
47 243 7
47 266 3
48 131 3
48 340 2
49 52 10
49 54 8
49 76 2
49 95 5
49 115 9
49 125 1
49 138 5
49 153 9
49 186 9
49 196 8
49 266 1
49 277 3
49 334 6
49 335 5
49 338 5
50 66 9
50 72 2
50 88 5
50 145 5
50 252 1
52 63 5
52 162 5
53 124 9
53 301 3
54 119 2
54 166 8
55 185 2
55 208 5
55 256 2
56 138 9
56 169 8
56 263 6
56 287 2
57 70 2
57 85 3
57 94 9
57 146 9
58 227 8
58 302 2
59 96 7
61 66 5
61 120 9
61 132 6
61 189 9
61 238 6
61 308 10
61 333 6
62 87 1
62 113 9
62 114 8
62 136 5
62 193 8
62 214 8
62 310 1
